date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:19:41	36211/36211	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:24%20GMT	http://museopedrodeosma.org/en/mapa-de-las-salas-del-museo/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/mapa-de-las-salas-del-museo/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	37277/37277	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:27%20GMT	http://museopedrodeosma.org/en/taller-de-restauracion-2/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/taller-de-restauracion-2/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	48212/48212	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:30%20GMT	http://museopedrodeosma.org/en/agenda/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/agenda/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	37971/37971	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:30%20GMT	http://museopedrodeosma.org/en/servicios/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/servicios/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	37784/37784	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:34%20GMT	http://museopedrodeosma.org/en/eventos-corporativos/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/eventos-corporativos/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	37902/37902	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:38%20GMT	http://museopedrodeosma.org/en/sesion-de-fotos-filmaciones/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/sesion-de-fotos-filmaciones/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	37754/37754	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:39%20GMT	http://museopedrodeosma.org/en/reproduccion-de-imagen/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/reproduccion-de-imagen/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	38128/38128	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:44%20GMT	http://museopedrodeosma.org/en/taller-de-restauracion/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/taller-de-restauracion/index.html	(from http://museopedrodeosma.org/en/)
01:19:41	646/646	------	200	untouched ('OK')	text/css	date:Fri,%2020%20May%202016%2005:48:10%20GMT	http://fonts.googleapis.com/css?family=Nunito:400,300,700&subset=latin	/home/merunga/websites/museopedrodeosma/fonts.googleapis.com/cssb8af.css	(from http://museopedrodeosma.org/en/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:48:47%20GMT	http://museopedrodeosma.org/en/?p=104	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/index9430.html	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	2236/2236	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:48:46%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fel-museo%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed8f76.json	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	2326/2326	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:48:47%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fel-museo%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embedbf0b	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:48:48%20GMT	http://museopedrodeosma.org/es/el-museo/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/el-museo/index.html	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	39506/39506	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:48%20GMT	http://museopedrodeosma.org/el-museo/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/el-museo/index.html	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	38296/38296	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:48:48%20GMT	http://museopedrodeosma.org/quienes-somos/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/quienes-somos/index.html	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	38575/38575	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:49:05%20GMT	http://museopedrodeosma.org/historia/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/historia/index.html	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:15%20GMT	http://museopedrodeosma.org/quienes-somos-2/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/quienes-somos-2/index.html	(from http://museopedrodeosma.org/en/el-museo/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:17%20GMT	http://museopedrodeosma.org/en/?p=1375	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/index3661.html	(from http://museopedrodeosma.org/en/quienes-somos/)
01:19:41	2308/2308	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:05%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fquienes-somos%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed9719.json	(from http://museopedrodeosma.org/en/quienes-somos/)
01:19:41	2360/2360	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:07%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fquienes-somos%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed94de	(from http://museopedrodeosma.org/en/quienes-somos/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:18%20GMT	http://museopedrodeosma.org/es/quienes-somos/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/quienes-somos/index.html	(from http://museopedrodeosma.org/en/quienes-somos/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:19%20GMT	http://museopedrodeosma.org/en/?p=1381	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/index3e5f.html	(from http://museopedrodeosma.org/en/historia/)
01:19:41	2259/2259	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:17%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fhistoria%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed9ec7.json	(from http://museopedrodeosma.org/en/historia/)
01:19:41	2328/2328	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:18%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fhistoria%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed4ec1	(from http://museopedrodeosma.org/en/historia/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:20%20GMT	http://museopedrodeosma.org/es/historia/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/historia/index.html	(from http://museopedrodeosma.org/en/historia/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:28%20GMT	http://museopedrodeosma.org/en/?p=1385	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/index26d0.html	(from http://museopedrodeosma.org/en/quienes-somos-2/)
01:19:41	2268/2268	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:21%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fquienes-somos-2%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embedd6b8.json	(from http://museopedrodeosma.org/en/quienes-somos-2/)
